	model_id	mean_residual_deviance	rmse	mse	mae	rmsle	system_date	runtime
0	GBM_1_AutoML_20190416_015849	25146739460939084	158577235.00218776	25146739460939084	96028946.2887346	0.3325625379269681	2019-04-16	300
1	XGBoost_1_AutoML_20190416_015849	25430683883193010	159470009.35346118	25430683883193010	94624321.24165732	0.3254745865205184	2019-04-16	300
2	XGBoost_grid_1_AutoML_20190416_020809_model_4	25650591781436650	160158021.2834707	25650591781436650	94959937.13863382	0.3256110044640297	2019-04-16	300
3	GBM_1_AutoML_20190416_020809	25964562050560844	161135229.07967967	25964562050560844	97608203.53054428	0.334991125349722	2019-04-16	300
4	XGBoost_1_AutoML_20190416_020809	26088676862485030	161519896.18150768	26088676862485030	95505214.75117579	0.3253468369950239	2019-04-16	300
5	XGBoost_grid_1_AutoML_20190416_020809_model_7	26209289749989464	161892834.15268713	26209289749989464	94906747.54580069	0.3272081282103748	2019-04-16	300
6	XGBoost_2_AutoML_20190416_015849	26397458426429430	162472946.7524653	26397458426429430	94996162.43673012	0.3265386957777082	2019-04-16	300
7	XGBoost_grid_1_AutoML_20190416_015849_model_3	26628202489753070	163181501.67758927	26628202489753070	95208478.14199328	0.32646039058643644	2019-04-16	300
8	GBM_2_AutoML_20190416_020809	26790696006005864	163678636.37630248	26790696006005864	99095111.83379896	0.3348152369491441	2019-04-16	300
9	GBM_grid_1_AutoML_20190416_015849_model_7	26802014565231010	163713208.27969566	26802014565231010	97371084.02584428	0.3566645052432887	2019-04-16	300
10	GBM_4_AutoML_20190416_015849	26926564934872772	164093159.3177265	26926564934872772	97925160.3329406	0.33285590174880264	2019-04-16	300
11	XGBoost_2_AutoML_20190416_020809	26952706603932320	164172794.9568147	26952706603932320	95513126.26830909	0.32517140178330245	2019-04-16	300
12	GBM_4_AutoML_20190416_020809	26988357514766430	164281336.47729567	26988357514766430	97566053.13398948	0.33274044796307234	2019-04-16	300
13	XRT_1_AutoML_20190416_020809	27150302443024316	164773488.28930068	27150302443024316	97653895.54037158	0.3372920493951284	2019-04-16	300
14	GBM_3_AutoML_20190416_020809	27200167268118450	164924732.1298975	27200167268118450	99454011.3965044	0.3355094937763093	2019-04-16	300
15	DRF_1_AutoML_20190416_020809	27225306112403404	165000927.6107362	27225306112403404	98470437.44886236	0.3374464430076179	2019-04-16	300
16	XGBoost_grid_1_AutoML_20190416_015849_model_4	27252377961065530	165082942.67145085	27252377961065530	96535857.85979845	0.3277680598860774	2019-04-16	300
17	XRT_1_AutoML_20190416_015849	27417804068506330	165583223.99478254	27417804068506330	98496229.87690364	0.3367189463546034	2019-04-16	300
18	XGBoost_grid_1_AutoML_20190416_020809_model_2	27482846588458908	165779511.96833372	27482846588458908	96750344.31086226	0.3266704325440277	2019-04-16	300
19	GBM_3_AutoML_20190416_015849	27591064593120148	166105582.66692948	27591064593120148	100130390.09782983	0.33506538389333784	2019-04-16	300
20	XGBoost_grid_1_AutoML_20190416_015849_model_1	27627708837558150	166215850.13938397	27627708837558150	98098056.7525196	0.3345603557609977	2019-04-16	300
21	GBM_2_AutoML_20190416_015849	27654699672556740	166297022.4404416	27654699672556740	100149145.66231434	0.334040042814968	2019-04-16	300
22	DRF_1_AutoML_20190416_015849	27815046156391240	166778434.32647768	27815046156391240	98831417.71212693	0.33805682218344474	2019-04-16	300
