	model_id	mean_residual_deviance	rmse	mse	mae	rmsle	system_date	runtime
173	GBM_grid_1_AutoML_20190416_021340_model_17	32872039617659396	181306479.80052835	32872039617659396	107872216.80728096	0.3615752164938271	2019-04-16	1500
174	GBM_grid_1_AutoML_20190416_020809_model_5	32985173396975956	181618207.77933016	32985173396975956	112538285.44875485	0.3896586371006099	2019-04-16	1500
175	GBM_grid_1_AutoML_20190416_022142_model_2	33079789012766830	181878500.6886928	33079789012766830	113693262.80883937		2019-04-16	1500
176	GBM_grid_1_AutoML_20190416_022142_model_36	33419180420831104	182809136.5901363	33419180420831104	115173081.47486418		2019-04-16	1500
177	GBM_grid_1_AutoML_20190416_023844_model_34	33452633979915760	182900612.30054903	33452633979915760	109087937.52046809	0.37974810141235255	2019-04-16	1500
178	GBM_grid_1_AutoML_20190416_023844_model_56	33472367384561340	182954550.0515397	33472367384561340	109621678.39156616	0.3591909679343885	2019-04-16	1500
179	DeepLearning_grid_1_AutoML_20190416_022142_model_1	33472516659834828	182954958.00834376	33472516659834828	115810843.78371704		2019-04-16	1500
180	DeepLearning_grid_1_AutoML_20190416_023844_model_5	33508411825839064	183053030.09193555	33508411825839064	114252528.54469895	0.39450859327273735	2019-04-16	1500
181	GBM_grid_1_AutoML_20190416_015849_model_13	33738829909624892	183681327.0575561	33738829909624892	113382174.31065664		2019-04-16	1500
182	GBM_grid_1_AutoML_20190416_021340_model_11	33776648562943710	183784244.5993228	33776648562943710	114564769.50180468	0.40004936243263706	2019-04-16	1500
183	GBM_grid_1_AutoML_20190416_022142_model_15	33864607579324516	184023388.67471308	33864607579324516	116943660.30935553		2019-04-16	1500
184	GBM_grid_1_AutoML_20190416_022142_model_35	33894442567043230	184104433.8603588	33894442567043230	111378333.80154832		2019-04-16	1500
185	GBM_grid_1_AutoML_20190416_023844_model_30	33899850185679236	184119119.55492085	33899850185679236	109986082.07040568	0.3807976045243743	2019-04-16	1500
186	GBM_5_AutoML_20190416_023643	33927972239974324	184195472.90846843	33927972239974324	110508663.43594472	0.3608902552099953	2019-04-16	1500
