,model_id,balance_classes,class_sampling_factors,max_after_balance_size,min_rows,ntrees,max_depth,stopping_rounds,score_each_iteration,stopping_tolerance,seed
0,DRF_1_AutoML_20190421_193027,FALSE,0,5,1,14,20,0,FALSE,0.014965432,2.89858E+17
